id,prompt,task_type,difficulty,difficulty_bucket,required_quality,risk_level,expected_output_tokens,latency_sensitivity
pc_0801,"Extract entities from this paragraph: User John Doe, john@example.com, +1 555 0100, requested cancellation by Friday.",extraction,0.303,easy,0.753,medium,340,high
pc_0802,Summarize pros and cons of rate limiting.,summarization,0.421,medium,0.681,medium,485,high
pc_0803,Create a FastAPI endpoint that rate limiting.,coding,0.423,medium,0.857,medium,575,medium
pc_0804,"Given these constraints, choose the best approach and justify it: CPU usage increases after every deployment and memory is not released after requests complete.",reasoning,0.665,medium,0.887,high,1084,medium
pc_0805,"Given these constraints, choose the best approach and justify it: The team decided to ship next week but wants rollback guardrails and better monitoring.",reasoning,0.696,medium,0.872,high,973,medium
pc_0806,Explain when to use Redis in production systems.,factual,0.377,medium,0.77,medium,503,medium
pc_0807,Design a multi-region AI productivity with high availability.,system_design,0.862,hard,0.97,high,1225,low
pc_0808,Create a short caption for Redis.,writing,0.122,easy,0.624,low,170,high
pc_0809,"Extract invoice number, date, amount from this text and return valid JSON: CPU usage increases after every deployment and memory is not released after requests complete.",extraction,0.334,easy,0.777,medium,464,high
pc_0810,Prove or disprove: binary search.,math,0.713,hard,0.893,high,695,low
pc_0811,Summarize pros and cons of prompt caching.,summarization,0.312,easy,0.715,medium,485,high
pc_0812,Give a concise overview of Redis.,factual,0.473,medium,0.817,medium,463,medium
pc_0813,Create an executive summary of this distributed cache document.,summarization,0.419,medium,0.746,medium,516,high
pc_0814,"Parse this invoice and return invoice number, date, amount.",extraction,0.257,easy,0.816,medium,383,high
pc_0815,Extract key decisions from this meeting note: The model endpoint has variable latency and some requests need premium quality.,summarization,0.317,easy,0.752,medium,406,high
pc_0816,Analyze why this service has cache stampede under load.,debugging,0.642,medium,0.908,high,617,low
pc_0817,Write a short script for a warm video about multi-region failover.,creative,0.376,medium,0.657,low,521,medium
pc_0818,Create an executive summary of this Redis document.,summarization,0.34,easy,0.746,medium,457,high
pc_0819,"Design binary search with observability, fallback, and autoscaling.",system_design,0.831,hard,0.97,high,1230,low
pc_0820,What is the difference between LLM inference router and vector database?,factual,0.387,medium,0.802,medium,543,medium
pc_0821,Create an architecture for binary search optimized for latency and cost.,system_design,0.799,hard,0.97,high,1179,low
pc_0822,Explain system reliability in simple terms.,factual,0.305,easy,0.817,medium,350,medium
pc_0823,Create a FastAPI endpoint that release pipeline.,coding,0.565,medium,0.797,medium,556,medium
pc_0824,Create a short caption for race condition.,writing,0.285,easy,0.586,low,450,high
pc_0825,"Given these constraints, choose the best approach and justify it: CPU usage increases after every deployment and memory is not released after requests complete.",reasoning,0.656,medium,0.934,high,945,low
pc_0826,Give a concise overview of multi-region failover.,factual,0.619,medium,0.812,medium,749,medium
pc_0827,Create an executive summary of this distributed cache document.,summarization,0.405,medium,0.737,medium,543,high
pc_0828,Generate unit tests for this Python function: The team decided to ship next week but wants rollback guardrails and better monitoring.,coding,0.58,medium,0.815,medium,532,medium
pc_0829,"Parse this invoice and return invoice number, date, amount.",extraction,0.259,easy,0.742,medium,406,high
pc_0830,Analyze why this service has incorrect retry behavior under load.,debugging,0.662,medium,0.934,high,685,low
pc_0831,Explain when to use RabbitMQ in production systems.,factual,0.391,medium,0.818,medium,562,medium
pc_0832,Analyze why this service has memory leak under load.,debugging,0.82,hard,0.945,high,769,low
pc_0833,Draft a professional message about rate limiting.,writing,0.272,easy,0.618,low,442,high
pc_0834,Explain the failure modes of memory leak.,reasoning,0.818,hard,0.951,high,1129,low
pc_0835,Extract key decisions from this meeting note: The model endpoint has variable latency and some requests need premium quality.,summarization,0.301,easy,0.758,medium,483,high
pc_0836,Write a short script for a casual video about AI productivity.,creative,0.201,easy,0.598,low,287,medium
pc_0837,"Extract name, email, phone from this text and return valid JSON: def f(items): return items[len(items)]",extraction,0.321,easy,0.767,medium,495,high
pc_0838,"Extract key decisions from this meeting note: The service receives bursty traffic, retries requests, and sometimes returns stale data.",summarization,0.319,easy,0.744,medium,446,high
pc_0839,Prove or disprove: URL shortener.,math,0.67,medium,0.904,high,711,low
pc_0840,Design a multi-region invoice processing with eventual consistency.,system_design,0.923,hard,0.97,high,1241,low
pc_0841,"Parse this invoice and return name, email, phone.",extraction,0.258,easy,0.805,medium,297,high
pc_0842,Write a Rust function to customer apology.,coding,0.541,medium,0.831,medium,561,medium
pc_0843,What is the difference between Kubernetes autoscaling and multi-region failover?,factual,0.58,medium,0.789,medium,600,medium
pc_0844,Fix a cache stampede in this distributed system.,debugging,0.748,hard,0.872,high,742,low
pc_0845,Implement retry with exponential backoff in JavaScript.,coding,0.563,medium,0.837,medium,526,medium
pc_0846,Design a multi-region prompt caching with low latency.,system_design,0.946,hard,0.97,high,1217,low
pc_0847,"Extract entities from this paragraph: The service receives bursty traffic, retries requests, and sometimes returns stale data.",extraction,0.311,easy,0.809,medium,454,high
pc_0848,What is the difference between race condition and AI productivity?,factual,0.601,medium,0.743,medium,736,medium
pc_0849,"Find the bug in this TypeScript code and explain the fix: The service receives bursty traffic, retries requests, and sometimes returns stale data.",debugging,0.661,medium,0.924,high,768,low
pc_0850,Generate unit tests for this TypeScript function: def f(items): return items[len(items)],coding,0.503,medium,0.783,medium,579,medium
pc_0851,"Summarize this document into 3 bullet points: The service receives bursty traffic, retries requests, and sometimes returns stale data.",summarization,0.366,medium,0.683,medium,468,high
pc_0852,Write a short script for a casual video about binary search.,creative,0.149,easy,0.59,low,230,medium
pc_0853,Debug this TypeScript code that fails with NullPointerException: def f(items): return items[len(items)],debugging,0.646,medium,0.914,high,659,low
pc_0854,Write a persuasive email to a recruiter about race condition.,writing,0.277,easy,0.59,low,409,high
pc_0855,Draft a professional message about distributed cache.,writing,0.35,easy,0.591,low,518,high
pc_0856,Extract entities from this paragraph: The team decided to ship next week but wants rollback guardrails and better monitoring.,extraction,0.337,easy,0.817,medium,415,high
pc_0857,What is the difference between race condition and Kubernetes autoscaling?,factual,0.546,medium,0.815,medium,601,medium
pc_0858,Create a FastAPI endpoint that invoice processing.,coding,0.459,medium,0.837,medium,565,medium
pc_0859,"Classify this support ticket and extract priority, owner, and due date: The model endpoint has variable latency and some requests need premium quality.",extraction,0.365,medium,0.816,medium,499,high
pc_0860,Write a Java function to binary search.,coding,0.527,medium,0.802,medium,667,medium
pc_0861,Design a multi-region prompt caching with eventual consistency.,system_design,0.98,hard,0.97,high,1351,low
pc_0862,Compare LLM inference router and LLM inference router with tradeoffs.,reasoning,0.619,medium,0.875,high,1015,medium
pc_0863,Explain when to use URL shortener in production systems.,factual,0.315,easy,0.784,medium,418,medium
pc_0864,Create an architecture for distributed cache optimized for latency and cost.,system_design,0.934,hard,0.97,high,1215,low
pc_0865,Find the bug in this C++ code and explain the fix: def f(items): return items[len(items)],debugging,0.683,medium,0.882,high,781,low
pc_0866,"Classify this support ticket and extract priority, owner, and due date: The team decided to ship next week but wants rollback guardrails and better monitoring.",extraction,0.365,medium,0.742,medium,420,high
pc_0867,Summarize this document into 10 bullet points: The team decided to ship next week but wants rollback guardrails and better monitoring.,summarization,0.358,medium,0.69,medium,493,high
pc_0868,Write a direct email to a manager about Kafka.,writing,0.249,easy,0.628,low,441,high
pc_0869,Create a FastAPI endpoint that real-time chat system.,coding,0.566,medium,0.849,medium,540,medium
pc_0870,"Rewrite this message in a casual tone: User John Doe, john@example.com, +1 555 0100, requested cancellation by Friday.",writing,0.122,easy,0.625,low,291,high
pc_0871,Rewrite this message in a concise tone: The model endpoint has variable latency and some requests need premium quality.,writing,0.135,easy,0.636,low,144,high
pc_0872,Implement retry with exponential backoff in Java.,coding,0.466,medium,0.834,medium,441,medium
pc_0873,"Find the bug in this Rust code and explain the fix: User John Doe, john@example.com, +1 555 0100, requested cancellation by Friday.",debugging,0.65,medium,0.896,high,640,low
pc_0874,Summarize pros and cons of Kubernetes autoscaling.,summarization,0.375,medium,0.757,medium,412,high
pc_0875,What is the difference between LLM inference router and customer apology?,factual,0.464,medium,0.813,medium,516,medium
pc_0876,Design a scalable binary search for global traffic.,system_design,0.814,hard,0.953,high,1111,low
pc_0877,Create a FastAPI endpoint that memory leak.,coding,0.601,medium,0.85,medium,578,medium
pc_0878,Generate unit tests for this Python function: CPU usage increases after every deployment and memory is not released after requests complete.,coding,0.452,medium,0.82,medium,453,medium
pc_0879,Give a concise overview of customer apology.,factual,0.381,medium,0.766,medium,475,medium
pc_0880,"Given these constraints, choose the best approach and justify it: User John Doe, john@example.com, +1 555 0100, requested cancellation by Friday.",reasoning,0.669,medium,0.919,high,1051,low
pc_0881,Extract key decisions from this meeting note: CPU usage increases after every deployment and memory is not released after requests complete.,summarization,0.38,medium,0.753,medium,433,high
pc_0882,Explain the failure modes of system reliability.,reasoning,0.608,medium,0.936,high,971,low
pc_0883,Find the error in this derivation: The team decided to ship next week but wants rollback guardrails and better monitoring.,math,0.642,medium,0.952,high,772,low
pc_0884,What is the difference between customer apology and RabbitMQ?,factual,0.448,medium,0.765,medium,547,medium
pc_0885,"Parse this invoice and return invoice number, date, amount.",extraction,0.351,medium,0.741,medium,394,high
pc_0886,"Parse this invoice and return name, email, phone.",extraction,0.245,easy,0.776,medium,318,high
pc_0887,Extract key decisions from this meeting note: The team decided to ship next week but wants rollback guardrails and better monitoring.,summarization,0.358,medium,0.71,medium,414,high
pc_0888,"Design multi-region failover with observability, fallback, and autoscaling.",system_design,0.93,hard,0.97,high,1250,low
pc_0889,"Rewrite this message in a warm tone: User John Doe, john@example.com, +1 555 0100, requested cancellation by Friday.",writing,0.186,easy,0.62,low,314,high
pc_0890,Write a Java function to multi-region failover.,coding,0.549,medium,0.835,medium,502,medium
pc_0891,"Rewrite this message in a warm tone: User John Doe, john@example.com, +1 555 0100, requested cancellation by Friday.",writing,0.202,easy,0.583,low,207,high
pc_0892,Explain the failure modes of release pipeline.,reasoning,0.711,hard,0.911,high,976,low
pc_0893,Implement rate limiter in Rust.,coding,0.461,medium,0.796,medium,487,medium
pc_0894,Write a Java function to invoice processing.,coding,0.542,medium,0.839,medium,566,medium
pc_0895,Design a multi-region rate limiting with low latency.,system_design,0.978,hard,0.967,high,1345,low
pc_0896,Generate unit tests for this JavaScript function: The team decided to ship next week but wants rollback guardrails and better monitoring.,coding,0.519,medium,0.849,medium,541,medium
pc_0897,Create a short caption for prompt caching.,writing,0.085,easy,0.612,low,178,high
pc_0898,Generate 5 viral reel ideas about real-time chat system.,creative,0.238,easy,0.618,low,348,medium
pc_0899,"Given these constraints, choose the best approach and justify it: The service receives bursty traffic, retries requests, and sometimes returns stale data.",reasoning,0.639,medium,0.907,high,917,low
pc_0900,Write a persuasive email to a recruiter about Redis.,writing,0.192,easy,0.56,low,358,high
pc_0901,Draft a professional message about RabbitMQ.,writing,0.225,easy,0.59,low,362,high
pc_0902,Calculate race condition and explain the reasoning.,math,0.777,hard,0.959,high,800,low
pc_0903,Create a short caption for rate limiting.,writing,0.126,easy,0.627,low,177,high
pc_0904,Calculate memory leak and explain the reasoning.,math,0.841,hard,0.97,high,919,low
pc_0905,Create an architecture for binary search optimized for latency and cost.,system_design,0.822,hard,0.97,high,1206,low
pc_0906,Write a short script for a persuasive video about birthday wish.,creative,0.242,easy,0.636,low,283,medium
pc_0907,Write a friendly email to a customer about distributed cache.,writing,0.352,medium,0.634,low,427,high
pc_0908,Implement topological sort in Python.,coding,0.496,medium,0.844,medium,643,medium
pc_0909,Solve this math problem step by step: vector database.,math,0.705,hard,0.91,high,812,low
pc_0910,Compare binary search and RabbitMQ with tradeoffs.,reasoning,0.636,medium,0.871,high,902,medium
pc_0911,Compare LLM inference router and birthday wish with tradeoffs.,reasoning,0.584,medium,0.926,high,951,low
pc_0912,Extract entities from this paragraph: CPU usage increases after every deployment and memory is not released after requests complete.,extraction,0.26,easy,0.771,medium,440,high
pc_0913,Analyze pros and cons of release pipeline for a high-scale system.,reasoning,0.722,hard,0.879,high,985,medium
pc_0914,Create an executive summary of this prompt caching document.,summarization,0.357,medium,0.713,medium,341,high
pc_0915,Explain when to use LLM inference router in production systems.,factual,0.396,medium,0.786,medium,536,medium
pc_0916,Extract entities from this paragraph: def f(items): return items[len(items)],extraction,0.257,easy,0.752,medium,282,high
pc_0917,"Design release pipeline with observability, fallback, and autoscaling.",system_design,0.858,hard,0.97,high,1107,low
pc_0918,Explain the failure modes of Kafka.,reasoning,0.652,medium,0.949,high,1028,low
pc_0919,Create an executive summary of this multi-region failover document.,summarization,0.497,medium,0.754,medium,552,medium
pc_0920,Find the bug in this Java code and explain the fix: CPU usage increases after every deployment and memory is not released after requests complete.,debugging,0.716,hard,0.903,high,781,low
pc_0921,Rewrite this message in a casual tone: The team decided to ship next week but wants rollback guardrails and better monitoring.,writing,0.257,easy,0.598,low,372,high
pc_0922,Implement rate limiter in JavaScript.,coding,0.47,medium,0.852,medium,490,medium
pc_0923,Calculate Kafka and explain the reasoning.,math,0.712,hard,0.901,high,832,low
pc_0924,Create an architecture for system reliability optimized for latency and cost.,system_design,0.76,hard,0.97,high,1137,low
pc_0925,Implement topological sort in Rust.,coding,0.432,medium,0.79,medium,492,medium
pc_0926,Find the error in this derivation: The team decided to ship next week but wants rollback guardrails and better monitoring.,math,0.67,medium,0.929,high,626,low
pc_0927,Analyze why this service has deadlock under load.,debugging,0.783,hard,0.97,high,885,low
pc_0928,"Design prompt caching with observability, fallback, and autoscaling.",system_design,0.755,hard,0.97,high,1163,low
pc_0929,Give a concise overview of real-time chat system.,factual,0.385,medium,0.799,medium,425,medium
pc_0930,"Debug this Java code that fails with segmentation fault: User John Doe, john@example.com, +1 555 0100, requested cancellation by Friday.",debugging,0.669,medium,0.916,high,751,low
pc_0931,Create a FastAPI endpoint that distributed cache.,coding,0.662,medium,0.796,medium,765,medium
pc_0932,Analyze why this service has deadlock under load.,debugging,0.874,hard,0.965,high,815,low
pc_0933,Implement topological sort in Java.,coding,0.523,medium,0.785,medium,656,medium
pc_0934,Draft a professional message about rate limiting.,writing,0.157,easy,0.589,low,229,high
pc_0935,Find the bug in this TypeScript code and explain the fix: CPU usage increases after every deployment and memory is not released after requests complete.,debugging,0.718,hard,0.914,high,704,low
pc_0936,Create a short caption for Kubernetes autoscaling.,writing,0.179,easy,0.61,low,328,high
pc_0937,Analyze pros and cons of customer apology for a high-scale system.,reasoning,0.701,hard,0.884,high,956,medium
pc_0938,Brainstorm names for a product about URL shortener.,creative,0.221,easy,0.565,low,251,medium
pc_0939,Summarize this document into 7 bullet points: CPU usage increases after every deployment and memory is not released after requests complete.,summarization,0.31,easy,0.731,medium,486,high
pc_0940,Write a warm email to a teammate about AI productivity.,writing,0.271,easy,0.588,low,415,high
pc_0941,"Find the error in this derivation: User John Doe, john@example.com, +1 555 0100, requested cancellation by Friday.",math,0.667,medium,0.923,high,692,low
pc_0942,Give a concise overview of customer apology.,factual,0.497,medium,0.772,medium,488,medium
pc_0943,Rewrite this message in a warm tone: The team decided to ship next week but wants rollback guardrails and better monitoring.,writing,0.264,easy,0.634,low,328,high
pc_0944,Write a C++ function to memory leak.,coding,0.596,medium,0.795,medium,665,medium
pc_0945,"Summarize this document into 3 bullet points: The service receives bursty traffic, retries requests, and sometimes returns stale data.",summarization,0.398,medium,0.717,medium,527,high
pc_0946,Give a concise overview of birthday wish.,factual,0.301,easy,0.817,medium,381,medium
pc_0947,Create a FastAPI endpoint that real-time chat system.,coding,0.573,medium,0.796,medium,661,medium
pc_0948,Extract entities from this paragraph: CPU usage increases after every deployment and memory is not released after requests complete.,extraction,0.255,easy,0.813,medium,288,high
pc_0949,"Design invoice processing with observability, fallback, and autoscaling.",system_design,0.826,hard,0.97,high,1202,low
pc_0950,Create an architecture for RabbitMQ optimized for latency and cost.,system_design,0.872,hard,0.97,high,1136,low
pc_0951,Create an executive summary of this RabbitMQ document.,summarization,0.361,medium,0.704,medium,398,high
pc_0952,Summarize pros and cons of binary search.,summarization,0.319,easy,0.719,medium,426,high
pc_0953,Implement sliding window in Java.,coding,0.433,medium,0.844,medium,400,medium
pc_0954,Summarize pros and cons of multi-region failover.,summarization,0.482,medium,0.683,medium,518,medium
pc_0955,Write a Java function to LLM inference router.,coding,0.518,medium,0.822,medium,626,medium
pc_0956,What is the difference between vector database and Redis?,factual,0.476,medium,0.796,medium,549,medium
pc_0957,Generate unit tests for this Java function: def f(items): return items[len(items)],coding,0.429,medium,0.85,medium,431,medium
pc_0958,Summarize pros and cons of LLM inference router.,summarization,0.364,medium,0.755,medium,392,high
pc_0959,Debug this Python code that fails with timeout: def f(items): return items[len(items)],debugging,0.775,hard,0.97,high,770,low
pc_0960,Find the bug in this Java code and explain the fix: CPU usage increases after every deployment and memory is not released after requests complete.,debugging,0.627,medium,0.881,high,693,low
pc_0961,Explain the failure modes of URL shortener.,reasoning,0.567,medium,0.936,high,940,low
pc_0962,"Parse this invoice and return invoice number, date, amount.",extraction,0.266,easy,0.82,medium,372,high
pc_0963,Create a short caption for race condition.,writing,0.196,easy,0.581,low,362,high
pc_0964,Rewrite this message in a persuasive tone: def f(items): return items[len(items)],writing,0.128,easy,0.566,low,208,high
pc_0965,Find the error in this derivation: CPU usage increases after every deployment and memory is not released after requests complete.,math,0.707,hard,0.964,high,729,low
pc_0966,Prove or disprove: multi-region failover.,math,0.839,hard,0.97,high,786,low
pc_0967,"Given these constraints, choose the best approach and justify it: The team decided to ship next week but wants rollback guardrails and better monitoring.",reasoning,0.581,medium,0.949,high,854,low
pc_0968,Rewrite this message in a friendly tone: The team decided to ship next week but wants rollback guardrails and better monitoring.,writing,0.218,easy,0.623,low,306,high
pc_0969,Create a short caption for Kafka.,writing,0.126,easy,0.598,low,329,high
pc_0970,"Given these constraints, choose the best approach and justify it: The service receives bursty traffic, retries requests, and sometimes returns stale data.",reasoning,0.682,medium,0.948,high,1099,low
pc_0971,Extract entities from this paragraph: The model endpoint has variable latency and some requests need premium quality.,extraction,0.223,easy,0.793,medium,314,high
pc_0972,"Given these constraints, choose the best approach and justify it: The service receives bursty traffic, retries requests, and sometimes returns stale data.",reasoning,0.649,medium,0.95,high,1066,low
pc_0973,Create a cinematic video prompt for release pipeline.,creative,0.326,easy,0.64,low,485,medium
pc_0974,Explain when to use binary search in production systems.,factual,0.527,medium,0.766,medium,659,medium
pc_0975,Rewrite this message in a concise tone: def f(items): return items[len(items)],writing,0.213,easy,0.566,low,223,high
pc_0976,Give a concise overview of system reliability.,factual,0.423,medium,0.799,medium,424,medium
pc_0977,Write a concise email to a recruiter about distributed cache.,writing,0.383,medium,0.63,low,440,high
pc_0978,Create an executive summary of this distributed cache document.,summarization,0.548,medium,0.68,medium,629,medium
pc_0979,What is the difference between RabbitMQ and release pipeline?,factual,0.436,medium,0.786,medium,468,medium
pc_0980,"Extract name, email, phone from this text and return valid JSON: CPU usage increases after every deployment and memory is not released after requests complete.",extraction,0.241,easy,0.755,medium,398,high
pc_0981,Compare real-time chat system and release pipeline with tradeoffs.,reasoning,0.724,hard,0.916,high,1110,low
pc_0982,"Extract action items, owners, deadlines from this text and return valid JSON: def f(items): return items[len(items)]",extraction,0.376,medium,0.77,medium,481,high
pc_0983,Create an architecture for multi-region failover optimized for latency and cost.,system_design,0.91,hard,0.97,high,1213,low
pc_0984,Find the bug in this Python code and explain the fix: def f(items): return items[len(items)],debugging,0.743,hard,0.908,high,856,low
pc_0985,Solve this math problem step by step: rate limiting.,math,0.767,hard,0.965,high,715,low
pc_0986,Rewrite this message in a persuasive tone: CPU usage increases after every deployment and memory is not released after requests complete.,writing,0.258,easy,0.601,low,328,high
pc_0987,"Design prompt caching with observability, fallback, and autoscaling.",system_design,0.82,hard,0.97,high,1027,low
pc_0988,Summarize this document into 3 bullet points: def f(items): return items[len(items)],summarization,0.381,medium,0.702,medium,405,high
pc_0989,Explain the failure modes of prompt caching.,reasoning,0.627,medium,0.931,high,999,low
pc_0990,Create a FastAPI endpoint that system reliability.,coding,0.486,medium,0.86,medium,461,medium
pc_0991,Summarize pros and cons of RabbitMQ.,summarization,0.373,medium,0.751,medium,399,high
pc_0992,Create a short caption for distributed cache.,writing,0.291,easy,0.577,low,382,high
pc_0993,Write a TypeScript function to prompt caching.,coding,0.446,medium,0.839,medium,569,medium
pc_0994,Solve this math problem step by step: Kafka.,math,0.764,hard,0.97,high,736,low
pc_0995,Analyze pros and cons of Kafka for a high-scale system.,reasoning,0.597,medium,0.873,high,881,medium
pc_0996,"Design URL shortener with observability, fallback, and autoscaling.",system_design,0.723,hard,0.954,high,1117,low
pc_0997,Prove or disprove: vector database.,math,0.787,hard,0.97,high,895,low
pc_0998,Rewrite this message in a warm tone: The team decided to ship next week but wants rollback guardrails and better monitoring.,writing,0.21,easy,0.592,low,374,high
pc_0999,Analyze pros and cons of URL shortener for a high-scale system.,reasoning,0.578,medium,0.897,high,958,medium
pc_1000,Create a short caption for system reliability.,writing,0.064,easy,0.595,low,192,high
